Stock,SecurityName,Sector,Industry,MarketCapCr,MarketCapType
NRL,NUPUR RECYCLERS LIMITED  ,Industrials,Waste Management,376.08,Micro Cap
NSIL,NALWA SONS INVESTMENT LTD,Financial Services,Asset Management,3163.62,Micro Cap
NSLNISP,NMDC STEEL LIMITED       ,Basic Materials,Steel,12601.61,Small Cap
NTPC,NTPC LTD                 ,Utilities,Utilities - Regulated Electric,338510.61,Large Cap
NTPCGREEN,NTPC GREEN ENERGY LIMITED,Utilities,Utilities - Renewable,77311.57,Mid Cap
NUCLEUS,NUCLEUS SOFTWARE EXPORTS ,Technology,Software - Application,2395.73,Micro Cap
NURECA,NURECA LIMITED           ,Healthcare,Medical Devices,297.01,Micro Cap
NUVAMA,NUVAMA WEALTH MANAGE LTD ,Financial Services,Asset Management,26089.19,Small Cap
NUVOCO,NUVOCO VISTAS CORP LTD   ,Basic Materials,Building Materials,12650.47,Small Cap
NYKAA,FSN E COMMERCE VENTURES  ,Consumer Cyclical,Internet Retail,72931.0,Mid Cap
OAL,ORIENTAL AROMATICS LTD   ,Basic Materials,Specialty Chemicals,944.82,Micro Cap
OBCL,ORISSA BENGAL CARRIER LTD,Industrials,Trucking,117.85,Micro Cap
OBEROIRLTY,OBEROI REALTY LIMITED    ,Real Estate,Real Estate - Development,59936.19,Mid Cap
OCCLLTD,OCCL LIMITED             ,Basic Materials,Chemicals,490.56,Micro Cap
ODIGMA,ODIGMA CONSULTANCY SOL L ,Communication Services,Advertising Agencies,90.43,Micro Cap
OFSS,ORACLE FIN SERV SOFT LTD.,Technology,Software - Infrastructure,65532.43,Mid Cap
OIL,OIL INDIA LTD            ,Energy,Oil & Gas Integrated,74498.64,Mid Cap
OILCOUNTUB,OIL COUNTRY TUBULAR LTD  ,Energy,Oil & Gas Equipment & Services,315.52,Micro Cap
OLAELEC,OLA ELECTRIC MOBILITY LTD,Consumer Cyclical,Auto Manufacturers,17039.04,Small Cap
OLECTRA,OLECTRA GREENTECH LIMITED,Industrials,Farm & Heavy Construction Machinery,9148.72,Small Cap
OMAXAUTO,OMAX AUTOS LTD           ,Consumer Cyclical,Auto Parts,200.57,Micro Cap
OMAXE,OMAXE LIMITED            ,Real Estate,Real Estate - Development,1426.26,Micro Cap
OMFREIGHT,OM FREIGHT FORWARDERS LTD,Industrials,Integrated Freight & Logistics,322.21,Micro Cap
OMINFRAL,OM INFRA LIMITED         ,Industrials,Engineering & Construction,777.36,Micro Cap
ONEPOINT,ONE POINT ONE SOL LTD    ,Industrials,Specialty Business Services,1439.49,Micro Cap
ONESOURCE,ONESOURCE SPECL PHARMA L ,Healthcare,Biotechnology,20348.03,Small Cap
ONGC,OIL AND NATURAL GAS CORP.,Energy,Oil & Gas Integrated,312280.27,Large Cap
ONMOBILE,ONMOBILE GLOBAL LTD.     ,Communication Services,Telecom Services,608.05,Micro Cap
ONWARDTEC,ONWARD TECHNOLOGIES LTD  ,Technology,Information Technology Services,709.13,Micro Cap
OPTIEMUS,OPTIEMUS INFRACOM LTD    ,Technology,Electronics & Computer Distribution,4012.21,Micro Cap
ORBTEXP,ORBIT EXPORTS LIMITED    ,Consumer Cyclical,Textile Manufacturing,461.69,Micro Cap
ORCHASP,ORCHASP LIMITED          ,Technology,Software - Application,85.64,Micro Cap
ORCHPHARMA,ORCHID PHARMA LIMITED    ,Healthcare,Drug Manufacturers - Specialty & Generic,3765.13,Micro Cap
ORIENTALTL,ORIENTAL TRIMEX LTD      ,Industrials,Building Products & Equipment,58.22,Micro Cap
ORIENTBELL,ORIENT BELL LIMITED      ,Industrials,Building Products & Equipment,397.57,Micro Cap
ORIENTCEM,ORIENT CEMENT LTD.       ,Basic Materials,Building Materials,3473.71,Micro Cap
ORIENTCER,ORIENT CERATECH LIMITED  ,Basic Materials,Specialty Chemicals,558.24,Micro Cap
ORIENTELEC,ORIENT ELECTRIC LIMITED  ,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3514.14,Micro Cap
ORIENTHOT,ORIENT HOTELS LTD        ,Consumer Cyclical,Lodging,2061.57,Micro Cap
ORIENTLTD,ORIENT PRESS LIMITED     ,Consumer Cyclical,Packaging & Containers,70.53,Micro Cap
ORIENTPPR,ORIENT PAPER AND INDS LTD,Basic Materials,Paper & Paper Products,467.23,Micro Cap
ORIENTTECH,ORIENT TECHNOLOGIES LTD  ,Technology,Information Technology Services,1687.95,Micro Cap
ORISSAMINE,ORISSA MIN DEV CO LTD    ,Basic Materials,Other Industrial Metals & Mining,2903.7,Micro Cap
ORKLAINDIA,ORKLA INDIA LIMITED      ,Consumer Defensive,Packaged Foods,8347.44,Small Cap
OSIAHYPER,OSIA HYPER RETAIL LIMITED,Consumer Cyclical,Department Stores,234.19,Micro Cap
OSWALAGRO,OSWAL AGRO MILLS LTD     ,Real Estate,Real Estate - Development,705.94,Micro Cap
OSWALGREEN,OSWAL GREENTECH LIMITED  ,Financial Services,Asset Management,756.82,Micro Cap
OSWALPUMPS,OSWAL PUMPS LIMITED      ,Industrials,Electrical Equipment & Parts,5267.47,Small Cap
OSWALSEEDS,SHREEOSWAL S AND CHE LTD ,Basic Materials,Agricultural Inputs,137.11,Micro Cap
PACEDIGITK,PACE DIGITEK LIMITED     ,Technology,Communication Equipment,3773.94,Micro Cap
PAGEIND,PAGE INDUSTRIES LTD      ,Consumer Cyclical,Apparel Manufacturing,38280.1,Small Cap
PAISALO,PAISALO DIGITAL LIMITED  ,Financial Services,Credit Services,3143.31,Micro Cap
PAKKA,PAKKA LIMITED            ,Basic Materials,Paper & Paper Products,437.61,Micro Cap
PALASHSECU,PALASH SECURITIES LTD    ,Consumer Defensive,Packaged Foods,101.3,Micro Cap
PALREDTEC,PALRED TECHNOLOGIES LTD  ,Technology,Consumer Electronics,55.41,Micro Cap
PANACEABIO,PANACEA BIOTEC LTD       ,Healthcare,Biotechnology,2416.34,Micro Cap
PANACHE,PANACHE DIGILIFE LIMITED ,Technology,Communication Equipment,441.54,Micro Cap
PANAMAPET,PANAMA PETROCHEM LTD     ,Energy,Oil & Gas Refining & Marketing,1790.01,Micro Cap
PAR,PAR DRUGS AND CHEM LTD   ,Healthcare,Drug Manufacturers - Specialty & Generic,114.08,Micro Cap
PARACABLES,PARAMOUNT COMM LTD       ,Technology,Communication Equipment,1067.32,Micro Cap
PARADEEP,PARADEEP PHOSPHATES LTD  ,Basic Materials,Agricultural Inputs,12052.53,Small Cap
PARAGMILK,PARAG MILK FOODS LTD.    ,Consumer Defensive,Packaged Foods,3433.63,Micro Cap
PARAS,PARAS DEF AND SPCE TECH L,Industrials,Aerospace & Defense,5411.44,Small Cap
PARASPETRO,PARAS PETROFILS LTD.     ,Consumer Cyclical,Textile Manufacturing,61.83,Micro Cap
PARKHOSPS,PARK MEDI WORLD LIMITED  ,Healthcare,Medical Care Facilities,6464.71,Small Cap
PARKHOTELS,PARKHOTELS               ,Consumer Cyclical,Lodging,2751.25,Micro Cap
PARSVNATH,PARSVNATH DEVELOPER LTD  ,Real Estate,Real Estate - Development,416.47,Micro Cap
PASHUPATI,PASHUPATI COTSPIN LIMITED,Consumer Cyclical,Textile Manufacturing,1284.82,Micro Cap
PASUPTAC,PASUPATI ACRYLON LIMITED ,Consumer Cyclical,Textile Manufacturing,425.88,Micro Cap
PATANJALI,PATANJALI FOODS LIMITED  ,Consumer Defensive,Packaged Foods,59128.9,Mid Cap
PATELENG,PATEL ENGINEERING LTD.   ,Industrials,Engineering & Construction,2719.46,Micro Cap
PATELRMART,PATEL RETAIL LIMITED     ,Consumer Cyclical,Department Stores,593.29,Micro Cap
PATINTLOG,PATEL INT. LOG. LTD      ,Industrials,Integrated Freight & Logistics,90.39,Micro Cap
PAUSHAKLTD,PAUSHAK LIMITED          ,Basic Materials,Specialty Chemicals,1368.09,Micro Cap
PAVNAIND,PAVNA INDUSTRIES LIMITED ,Consumer Cyclical,Auto Parts,278.64,Micro Cap
PAYTM,ONE 97 COMMUNICATIONS LTD,Technology,Software - Infrastructure,83990.69,Mid Cap
PCBL,PCBL CHEMICAL LIMITED    ,Basic Materials,Specialty Chemicals,11034.66,Small Cap
PCJEWELLER,PC JEWELLER LTD          ,Consumer Cyclical,Luxury Goods,7335.61,Small Cap
PDMJEPAPER,PUDUMJEE PAPER PRO. LTD  ,Basic Materials,Paper & Paper Products,840.4,Micro Cap
PDSL,PDS LIMITED              ,Industrials,Specialty Business Services,4946.83,Micro Cap
PEARLPOLY,PEARL POLYMERS LTD       ,Consumer Cyclical,Packaging & Containers,36.58,Micro Cap
PENIND,PENNAR INDUSTRIES LTD    ,Industrials,Specialty Industrial Machinery,2473.7,Micro Cap
PENINLAND,PENINSULA LAND LIMITED   ,Real Estate,Real Estate - Development,788.52,Micro Cap
PERSISTENT,PERSISTENT SYSTEMS LTD   ,Technology,Information Technology Services,98972.35,Mid Cap
PETRONET,PETRONET LNG LIMITED     ,Energy,Oil & Gas Refining & Marketing,42937.5,Small Cap
PFC,POWER FIN CORP LTD.      ,Financial Services,Credit Services,122714.28,Mid Cap
PFIZER,PFIZER LTD               ,Healthcare,Drug Manufacturers - General,22048.58,Small Cap
PFOCUS,PRIME FOCUS LIMITED      ,Communication Services,Entertainment,18766.56,Small Cap
PFS,PTC INDIA FIN SERV LTD   ,Financial Services,Credit Services,2121.46,Micro Cap
PGEL,PG ELECTROPLAST LTD      ,Technology,Electronic Components,16735.94,Small Cap
PGHH,P&G HYGIENE & HEALTH CARE,Consumer Defensive,Household & Personal Products,40043.56,Small Cap
PGHL,PROCTER & GAMBLE HEALTH L,Healthcare,Drug Manufacturers - Specialty & Generic,8932.13,Small Cap
PGIL,PEARL GLOBAL IND LIMITED ,Consumer Cyclical,Apparel Manufacturing,6700.13,Small Cap
PHOENIXLTD,THE PHOENIX MILLS LTD    ,Real Estate,Real Estate - Diversified,66812.35,Mid Cap
PICCADIL,PICCADILY AGRO INDUSTRI L,Consumer Defensive,Beverages - Wineries & Distilleries,5626.99,Small Cap
PIDILITIND,PIDILITE INDUSTRIES LTD  ,Basic Materials,Specialty Chemicals,152178.78,Mid Cap
PIGL,POWER INSTRUMENT (G) LTD ,Industrials,Engineering & Construction,195.09,Micro Cap
PIIND,PI INDUSTRIES LTD        ,Basic Materials,Agricultural Inputs,49878.85,Small Cap
PILANIINVS,PILANI INV & IND COR LTD ,Financial Services,Asset Management,5391.08,Small Cap
PILITA,PIL ITALICA LIFESTYLE LTD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",212.68,Micro Cap
PINELABS,PINE LABS LIMITED        ,Technology,Software - Infrastructure,25962.53,Small Cap
PIONEEREMB,PIONEER EMBROIDERIES LTD ,Consumer Cyclical,Textile Manufacturing,87.46,Micro Cap
PIRAMALFIN,PIRAMAL FINANCE LIMITED  ,Financial Services,Credit Services,41466.15,Small Cap
PITTIENG,PITTI ENGINEERING LIMITED,Industrials,Metal Fabrication,2740.99,Micro Cap
PIXTRANS,PIX TRANSMISSIONS LIMITED,Industrials,Specialty Industrial Machinery,1794.3,Micro Cap
PKTEA,THE P K TEA PROD CO LTD  ,Consumer Defensive,Farm Products,198.76,Micro Cap
PLASTIBLEN,PLASTIBLENDS INDIA LTD   ,Basic Materials,Specialty Chemicals,413.12,Micro Cap
PLATIND,PLATINUM INDUSTRIES LTD  ,Basic Materials,Specialty Chemicals,1250.31,Micro Cap
PLAZACABLE,PLAZA WIRES LIMITED      ,Industrials,Electrical Equipment & Parts,172.47,Micro Cap
PNB,PUNJAB NATIONAL BANK     ,Financial Services,Banks - Regional,147891.19,Mid Cap
PNBGILTS,PNB GILTS LIMITED        ,Financial Services,Capital Markets,1439.9,Micro Cap
PNBHOUSING,PNB HOUSING FIN LTD.     ,Financial Services,Mortgage Finance,25399.58,Small Cap
PNC,PRITISH NANDY COMMUNICATI,Communication Services,Entertainment,37.8,Micro Cap
PNCINFRA,PNC INFRATECH LTD.       ,Industrials,Engineering & Construction,6169.77,Small Cap
PNGJL,P N GADGIL JEWELLERS LTD ,Consumer Cyclical,Luxury Goods,7997.97,Small Cap
POCL,PONDY OXIDES & CHEM LTD  ,Basic Materials,Specialty Chemicals,4404.61,Micro Cap
PODDARMENT,PODDAR PIGMENTS LIMITED  ,Basic Materials,Specialty Chemicals,269.39,Micro Cap
POKARNA,POKARNA LIMITED          ,Industrials,Building Products & Equipment,2388.39,Micro Cap
POLICYBZR,PB FINTECH LIMITED       ,Financial Services,Insurance Brokers,76271.93,Mid Cap
POLYCAB,POLYCAB INDIA LIMITED    ,Industrials,Electrical Equipment & Parts,110246.85,Mid Cap
POLYMED,POLY MEDICURE LIMITED    ,Healthcare,Medical Instruments & Supplies,16894.6,Small Cap
POLYPLEX,POLYPLEX CORPORATION LTD ,Basic Materials,Specialty Chemicals,2638.38,Micro Cap
PONNIERODE,PONNIE SUGARS (ERODE) LTD,Consumer Defensive,Confectioners,226.1,Micro Cap
POONAWALLA,POONAWALLA FINCORP LTD   ,Financial Services,Credit Services,38293.15,Small Cap
POWERGRID,POWER GRID CORP. LTD.    ,Utilities,Utilities - Regulated Electric,240281.1,Large Cap
POWERINDIA,HITACHI ENERGY INDIA LTD ,Industrials,Electrical Equipment & Parts,75492.21,Mid Cap
POWERMECH,POWER MECH PROJECTS LTD. ,Industrials,Engineering & Construction,7144.97,Small Cap
PPAP,PPAP AUTOMOTIVE LIMITED  ,Consumer Cyclical,Auto Parts,304.56,Micro Cap
PPL,PRAKASH PIPES LIMITED    ,Industrials,Building Products & Equipment,512.91,Micro Cap
PPLPHARMA,PIRAMAL PHARMA LIMITED   ,Healthcare,Drug Manufacturers - Specialty & Generic,22334.03,Small Cap
PRABHA,PRABHA ENERGY LIMITED    ,Energy,Oil & Gas E&P,2232.11,Micro Cap
PRAJIND,PRAJ INDUSTRIES LTD      ,Industrials,Engineering & Construction,5667.88,Small Cap
PRAKASH,PRAKASH INDUSTRIES LTD   ,Basic Materials,Steel,2423.51,Micro Cap
PRAXIS,PRAXIS HOME RETAIL LTD   ,Consumer Cyclical,Specialty Retail,165.86,Micro Cap
PRECAM,PRECISION CAMSHAFTS LTD. ,Consumer Cyclical,Auto Parts,1456.04,Micro Cap
PRECOT,PRECOT LIMITED           ,Consumer Cyclical,Textile Manufacturing,407.34,Micro Cap
PRECWIRE,PRECISION WIRES INDIA LTD,Industrials,Electrical Equipment & Parts,4153.21,Micro Cap
PREMEXPLN,PREMIER EXPLOSIVES LTD   ,Basic Materials,Specialty Chemicals,2751.77,Micro Cap
PREMIERENE,PREMIER ENERGIES LIMITED ,Technology,Solar,32996.11,Small Cap
PREMIERPOL,PREMIER POLYFILM LTD     ,Basic Materials,Specialty Chemicals,525.07,Micro Cap
PRESTIGE,PRESTIGE ESTATE LTD      ,Real Estate,Real Estate - Diversified,64618.15,Mid Cap
PRICOLLTD,PRICOL LIMITED           ,Consumer Cyclical,Auto Parts,7440.87,Small Cap
PRIMESECU,PRIME SECURITIES LIMITED ,Financial Services,Capital Markets,937.34,Micro Cap
PRIMO,PRIMO CHEMICALS LIMITED  ,Basic Materials,Chemicals,534.37,Micro Cap
PRINCEPIPE,PRINCE PIPES FITTINGS LTD,Industrials,Building Products & Equipment,2727.54,Micro Cap
PRITI,PRITI INTERNATIONAL LTD  ,Consumer Cyclical,"Furnishings, Fixtures & Appliances",74.86,Micro Cap
PRITIKAUTO,PRITIKA AUTO INDUS LTD   ,Industrials,Specialty Industrial Machinery,219.96,Micro Cap
PRIVISCL,PRIVI SPECIALITY CHE LTD ,Basic Materials,Specialty Chemicals,10521.15,Small Cap
PROSTARM,PROSTARM INFO SYSTEMS LTD,Industrials,Electrical Equipment & Parts,924.92,Micro Cap
PROTEAN,PROTEAN EGOV TECHNO LTD  ,Technology,Information Technology Services,2847.68,Micro Cap
PRSMJOHNSN,PRISM JOHNSON LIMITED    ,Basic Materials,Building Materials,6557.73,Small Cap
PRUDENT,PRUDENT CORP ADV SER LTD ,Financial Services,Asset Management,9934.29,Small Cap
PRUDMOULI,PRUDENTIAL SUGAR CORPORAT,Consumer Defensive,Confectioners,61.12,Micro Cap
PSB,PUNJAB & SIND BANK       ,Financial Services,Banks - Regional,20101.79,Small Cap
PSPPROJECT,PSP PROJECTS LIMITED     ,Industrials,Engineering & Construction,3288.09,Micro Cap
PTC,PTC INDIA LIMITED        ,Utilities,Utilities - Independent Power Producers,4758.93,Micro Cap
PTCIL,PTC INDUSTRIES LIMITED   ,Industrials,Metal Fabrication,27084.04,Small Cap
PTL,PTL ENTERPRISES LTD      ,Real Estate,Real Estate Services,519.05,Micro Cap
PUNJABCHEM,PUNJAB CHEM & CROP PROT L,Basic Materials,Chemicals,1321.86,Micro Cap
PURVA,PURAVANKARA LIMITED      ,Real Estate,Real Estate - Development,5962.42,Small Cap
PVRINOX,PVR INOX LIMITED         ,Communication Services,Entertainment,10016.4,Small Cap
PVSL,POPULAR VEHICLES N SER L ,Consumer Cyclical,Auto & Truck Dealerships,863.99,Micro Cap
PWL,PHYSICSWALLAH LIMITED    ,Consumer Defensive,Education & Training Services,37519.17,Small Cap
PYRAMID,PYRAMID TECHNOPLAST LTD  ,Consumer Cyclical,Packaging & Containers,596.76,Micro Cap
QPOWER,QUALITY POWER ELEC EQUP L,Industrials,Electrical Equipment & Parts,5081.11,Small Cap
QUADFUTURE,QUADRANT FUTURE TEK LTD  ,Industrials,Railroads,1325.4,Micro Cap
QUESS,QUESS CORP LIMITED       ,Industrials,Staffing & Employment Services,3154.0,Micro Cap
QUICKHEAL,QUICK HEAL TECH LTD      ,Technology,Software - Application,1223.28,Micro Cap
RACE,RACE ECO CHAIN LIMITED   ,Industrials,Waste Management,212.35,Micro Cap
RACLGEAR,RACL GEARTECH LIMITED    ,Consumer Cyclical,Auto Parts,1240.34,Micro Cap
RADAAN,RADAAN MEDIAWORKS (I) LTD,Communication Services,Entertainment,18.04,Micro Cap
RADHIKAJWE,RADHIKA JEWELTECH LIMITED,Consumer Cyclical,Luxury Goods,880.63,Micro Cap
RADIANTCMS,RADIANT CASH MGMT SER LTD,Industrials,Specialty Business Services,533.43,Micro Cap
RADICO,RADICO KHAITAN LTD       ,Consumer Defensive,Beverages - Wineries & Distilleries,38928.19,Small Cap
RADIOCITY,MUSIC BROADCAST LIMITED  ,Communication Services,Broadcasting,225.73,Micro Cap
RAILTEL,RAILTEL CORP OF IND LTD  ,Communication Services,Telecom Services,11327.52,Small Cap
RAIN,RAIN INDUSTRIES LIMITED  ,Basic Materials,Specialty Chemicals,4869.61,Micro Cap
RAINBOW,RAINBOW CHILDRENS MED LTD,Healthcare,Medical Care Facilities,12745.67,Small Cap
RAJMET,RAJNANDINI METAL LIMITED ,Basic Materials,Copper,119.44,Micro Cap
RAJOOENG,RAJOO ENGINEERS LIMITED  ,Industrials,Specialty Industrial Machinery,1161.03,Micro Cap
RAJRATAN,RAJRATAN GLOBAL WIRE LTD ,Basic Materials,Steel,2663.7,Micro Cap
RAJSREESUG,RAJSHREE SUGAR & CHEMICAL,Consumer Defensive,Confectioners,108.75,Micro Cap
RAJTV,RAJ TV NETWORK LTD       ,Communication Services,Broadcasting,211.55,Micro Cap
RALLIS,RALLIS INDIA LTD         ,Basic Materials,Agricultural Inputs,4818.94,Micro Cap
RAMANEWS,SHREE RAMA NEWSPRINT LTD ,Consumer Defensive,Beverages - Non-Alcoholic,450.53,Micro Cap
RAMAPHO,RAMA PHOSPHATES LIMITED  ,Basic Materials,Agricultural Inputs,655.04,Micro Cap
RAMASTEEL,RAMA STEEL TUBES LIMITED ,Basic Materials,Steel,1426.63,Micro Cap
RAMCOCEM,THE RAMCO CEMENTS LIMITED,Basic Materials,Building Materials,25150.96,Small Cap
RAMCOIND,RAMCO INDUSTRIES LIMITED ,Industrials,Building Products & Equipment,2659.96,Micro Cap
RAMCOSYS,RAMCO SYSTEMS LTD.       ,Technology,Software - Application,1797.83,Micro Cap
RAMKY,RAMKY INFRA LTD          ,Industrials,Engineering & Construction,3444.67,Micro Cap
RAMRAT,RAM RATNA WIRES LIMITED  ,Industrials,Electrical Equipment & Parts,2771.07,Micro Cap
RANASUG,RANA SUGARS LTD.         ,Consumer Defensive,Confectioners,183.21,Micro Cap
RANEHOLDIN,RANE HOLDINGS LIMITED    ,Consumer Cyclical,Auto Parts,1869.25,Micro Cap
RATEGAIN,RATEGAIN TRAVEL TECHN LTD,Technology,Software - Application,7849.65,Small Cap
RATNAMANI,RATNAMANI MET & TUB LTD. ,Basic Materials,Steel,15222.58,Small Cap
RATNAVEER,RATNAVEER PRECISION ENG L,Basic Materials,Steel,990.07,Micro Cap
RAYMOND,RAYMOND LTD              ,Industrials,Specialty Industrial Machinery,2684.25,Micro Cap
RAYMONDLSL,RAYMOND LIFESTYLE LIMITED,Consumer Cyclical,Apparel Manufacturing,5757.89,Small Cap
RAYMONDREL,RAYMOND REALTY LIMITED   ,Real Estate,Real Estate - Development,3157.59,Micro Cap
RBA,RESTAURANT BRAND ASIA LTD,Consumer Cyclical,Restaurants,4023.57,Micro Cap
RBLBANK,RBL BANK LIMITED         ,Financial Services,Banks - Regional,19249.69,Small Cap
RBZJEWEL,RBZ JEWELLERS LIMITED    ,Consumer Cyclical,Luxury Goods,569.56,Micro Cap
RCF,RASHTRIYA CHEMICALS & FER,Basic Materials,Agricultural Inputs,7611.09,Small Cap
RECLTD,REC LIMITED              ,Financial Services,Credit Services,97402.96,Mid Cap
REDINGTON,REDINGTON LIMITED        ,Technology,Information Technology Services,21393.26,Small Cap
REDTAPE,REDTAPE LIMITED          ,Consumer Cyclical,Footwear & Accessories,6947.13,Small Cap
REFEX,REFEX INDUSTRIES LIMITED ,Energy,Thermal Coal,3244.48,Micro Cap
REGAAL,REGAAL RESOURCES LIMITED ,Consumer Defensive,Packaged Foods,706.94,Micro Cap
REGENCERAM,REGENCY CERAMICS LTD.    ,Industrials,Building Products & Equipment,122.13,Micro Cap
RELAXO,RELAXO FOOT LTD.         ,Consumer Cyclical,Footwear & Accessories,9785.78,Small Cap
RELCHEMQ,RELIANCE CHEMOTEX IND LTD,Consumer Cyclical,Textile Manufacturing,100.99,Micro Cap
RELIANCE,RELIANCE INDUSTRIES LTD  ,Energy,Oil & Gas Refining & Marketing,1974117.11,Large Cap
RELIGARE,RELIGARE ENTER. LTD.     ,Financial Services,Insurance - Life,8054.21,Small Cap
RELTD,RAVINDRA ENERGY LIMITED  ,Technology,Solar,2818.13,Micro Cap
REMSONSIND,REMSONS INDUSTRIES LTD   ,Consumer Cyclical,Auto Parts,403.62,Micro Cap
RENUKA,SHREE RENUKA SUGARS LTD  ,Consumer Defensive,Confectioners,5365.92,Small Cap
REPCOHOME,REPCO HOME FINANCE LTD   ,Financial Services,Mortgage Finance,2548.12,Micro Cap
REPL,RUDRABHISHEK ENTERP LTD  ,Industrials,Consulting Services,188.96,Micro Cap
REPRO,REPRO INDIA LIMITED      ,Industrials,Specialty Business Services,633.56,Micro Cap
RESPONIND,RESPONSIVE INDUSTRIES LTD,Basic Materials,Specialty Chemicals,4908.0,Micro Cap
RETAIL,JHS SVENDGAARD RETAIL V L,Consumer Defensive,Grocery Stores,18.03,Micro Cap
RGL,RENAISSANCE GLOBAL LTD   ,Consumer Cyclical,Luxury Goods,1289.52,Micro Cap
RHETAN,RHETAN TMT LIMITED       ,Basic Materials,Steel,2113.31,Micro Cap
RHIM,RHI MAGNESITA INDIA LTD  ,Industrials,Metal Fabrication,9502.16,Small Cap
RHL,ROBUST HOTELS LIMITED    ,Consumer Cyclical,Lodging,345.87,Micro Cap
RICOAUTO,RICO AUTO INDUSTRIES LTD ,Consumer Cyclical,Auto Parts,1726.37,Micro Cap
RIIL,RELIANCE INDUSTRIAL INFRA,Industrials,Engineering & Construction,1154.17,Micro Cap
RISHABH,RISHABH INSTRUMENTS LTD  ,Technology,Scientific & Technical Instruments,1370.67,Micro Cap
RITCO,RITCO LOGISTICS LIMITED  ,Industrials,Integrated Freight & Logistics,724.73,Micro Cap
RITES,RITES LIMITED            ,Industrials,Engineering & Construction,11139.91,Small Cap
RKDL,RAVI KUMAR DIST. LTD.    ,Consumer Defensive,Beverages - Wineries & Distilleries,52.85,Micro Cap
RKEC,RKEC PROJECTS LIMITED    ,Industrials,Engineering & Construction,132.8,Micro Cap
RKFORGE,RAMKRISHNA FORGINGS LTD  ,Industrials,Metal Fabrication,9132.09,Small Cap
RKSWAMY,R K SWAMY LIMITED        ,Communication Services,Advertising Agencies,558.08,Micro Cap
RMDRIP,R M DRIP & SPRINK SYS LTD,Industrials,Farm & Heavy Construction Machinery,2333.88,Micro Cap
RML,RANE (MADRAS) LIMITED    ,Consumer Cyclical,Auto Parts,2192.18,Micro Cap
RNBDENIMS,R&B DENIMS LIMITED       ,Consumer Cyclical,Textile Manufacturing,1194.31,Micro Cap
